Accelerationx,Accelerationy,Accelerationz,Gyrox,Gyroy,Gyroz
0.102352,-0.818069,-9.675567,-0.01761,-0.012988,0.003862
0.055366,-0.764499,-9.77358,-0.018682,0.005047,-0.008126
0.106841,-0.75567,-9.710583,0.007941,0.002782,-0.010424
0.146196,-0.822259,-9.678859,-0.019313,0.029549,0.024248
0.055665,-0.748936,-9.719711,-0.009005,0.028967,0.014647
0.066738,-0.788889,-9.690082,-0.013083,-0.007381,-0.029652
0.171036,-0.77198,-9.737667,-0.006253,0.019645,0.004085
0.048931,-0.744297,-9.720908,0.010406,0.032518,0.009277
0.099359,-0.851737,-9.556157,-0.035014,-0.015328,-0.041378
0.142904,-0.631321,-9.854684,-0.022588,0.044028,0.0615
0.001796,-0.699556,-9.798719,0.027957,0.001107,-0.042008
0.251242,-0.914585,-9.655217,-0.015724,0.027592,0.049413
0.025887,-0.721702,-9.720459,0.00794,0.020656,0.016994
0.200814,-0.86311,-9.673622,-0.017761,-0.006073,-0.009237
0.176123,-0.740856,-9.738864,-0.002405,0.044687,0.048286
0.096217,-0.832733,-9.619154,0.005919,-0.005523,-0.034337
0.139013,-0.848894,-9.680356,-0.010401,0.027631,0.036861
-0.018705,-0.754024,-9.641749,0.000276,-0.021715,-0.067444
0.262165,-0.887351,-9.681703,-0.025348,0.000762,0.006188
0.071078,-0.724096,-9.739313,-0.022667,-0.007601,-0.027033
0.112228,-0.708534,-9.837176,0.002555,0.00329,-0.026892
0.232836,-0.741903,-9.69113,0.010919,0.02577,0.02286
0.058059,-0.783203,-9.669582,-0.007491,0.032534,0.003138
0.162656,-0.757765,-9.701155,0.006139,0.023711,0.027207
0.066289,-0.840963,-9.637111,0.002826,-0.014071,-0.016871
0.145897,-0.837522,-9.722105,-0.012881,0.010445,-0.002422
0.129586,-0.81747,-9.701305,0.010892,0.044594,0.042697
0.051924,-0.844854,-9.599402,-0.016121,0.002793,-0.025716
0.25603,-0.795324,-9.64549,-0.023321,-0.007834,-0.002817
0.028431,-0.720655,-9.799767,0.00734,0.023327,0.005131
0.136918,-0.824204,-9.618406,-0.012271,0.025383,0.006212
0.112827,-0.774973,-9.696666,-0.016085,0.000175,-0.021937
0.139462,-0.750732,-9.769241,-0.013726,-0.005251,-0.02926
0.197222,-0.780809,-9.735423,-0.00331,0.015283,0.003463
0.167594,-0.779313,-9.703849,-0.009846,0.018404,0.010648
0.146495,-0.761356,-9.698163,0.001276,0.005168,-0.001778
0.074669,-0.818368,-9.682451,-0.00809,0.00502,-0.007624
0.142006,-0.768389,-9.795726,0.005718,0.007055,0.009714
0.076315,-0.781707,-9.752481,0.016574,0.00321,-0.006995
0.148141,-0.823456,-9.635016,-0.007989,-0.004767,-0.006
0.159065,-0.781408,-9.742306,-0.001203,-0.002173,-0.009188
0.126593,-0.849642,-9.722404,0.023293,0.025485,-0.000915
0.106991,-0.903661,-9.581445,-0.016257,0.025714,0.006877
0.144849,-0.847996,-9.63307,-0.031165,-0.013356,-0.042684
0.284012,-0.816123,-9.803957,-0.017896,0.020477,0.028357
0.248249,-0.755221,-9.824607,0.003714,0.012232,0.022644
0.172682,-0.78051,-9.718364,-0.033104,-0.011394,0.003024
0.174178,-0.741155,-9.825504,0.012493,0.008808,0.020918
0.137667,-0.782605,-9.717017,0.010375,0.01634,0.03544
0.111929,-0.810587,-9.600749,-0.018943,-0.012191,0.008463
-0.013767,-0.730381,-9.708338,-0.007621,-0.003974,-0.013998
0.083049,-0.796072,-9.695918,0.00608,0.023201,0.014054
0.034716,-0.833033,-9.627983,-0.017865,0.014485,0.006221
0.094272,-0.790535,-9.714773,-0.008286,-0.018879,-0.019367
0.07003,-0.808941,-9.739912,-0.005758,0.00756,-0.024719
0.233285,-0.811634,-9.668086,-0.001433,0.028892,0.022698
0.082899,-0.848744,-9.645939,-0.023853,-0.0172,-0.030743
0.177171,-0.810737,-9.733776,-0.022392,0.001157,-0.008628
0.1857,-0.752677,-9.772982,-0.005221,0.023629,0.025994
0.15682,-0.809839,-9.723003,-0.016903,-0.006848,0.00181
0.187197,-0.741305,-9.737218,-0.017015,-0.022837,-0.018873
0.132729,-0.768239,-9.79019,0.003258,0.013355,0.036213
0.087089,-0.792032,-9.631125,-0.026588,-0.018609,3.1e-05
0.030077,-0.697311,-9.78196,-0.01281,-0.01096,0.014893
0.079009,-0.733823,-9.800216,0.023992,0.009837,0.018559
0.125696,-0.82166,-9.624541,-0.008594,0.004908,0.03286
-0.045789,-0.770185,-9.707889,-0.015884,-0.01108,-0.017766
0.12809,-0.775272,-9.706542,-0.00731,-0.000797,0.001622
0.114772,-0.769437,-9.718364,0.001659,0.013975,0.027106
0.054468,-0.81328,-9.644144,-0.020997,0.010961,0.007255
0.03726,-0.737414,-9.725098,-0.001664,0.008519,-0.017919
0.126893,-0.787243,-9.635315,-0.003985,0.020255,0.012978
-0.002843,-0.774824,-9.644592,-0.02225,-0.003395,-0.015286
0.09083,-0.760009,-9.724499,-0.013815,0.025476,0.012516
0.10729,-0.730232,-9.7034,-0.00922,0.016908,0.020714
0.076614,-0.761506,-9.721656,-0.020982,-0.011962,-0.032963
0.105644,-0.718859,-9.828796,0.010306,0.018218,0.006115
0.14051,-0.759112,-9.696217,0.018625,0.041166,0.02476
0.088735,-0.80939,-9.610325,-0.017242,-0.014674,-0.017098
0.104447,-0.764499,-9.759514,-0.008837,0.004176,0.003464
0.095618,-0.783951,-9.714623,0.014642,0.011328,0.017539
0.053121,-0.848296,-9.622446,-0.017258,0.001801,0.006869
0.038008,-0.744746,-9.712229,-0.001917,0.036738,0.022713
0.054169,-0.750732,-9.683947,-0.018141,-0.051821,-0.063943
0.141258,-0.815675,-9.863063,-5.8e-05,0.061547,0.077779
0.105495,-0.684442,-9.702951,0.027138,0.005738,0.007559
0.046088,-0.887201,-9.60434,-0.023101,0.00976,-0.040372
0.20216,-0.676661,-9.705196,-0.017938,0.020987,0.02773
-0.106243,-0.793827,-9.746945,0.011889,0.018876,-0.018768
0.148141,-0.865205,-9.561843,-0.034183,0.024961,-0.011106
0.27653,-0.681599,-9.772832,-0.024931,-0.017733,-0.015137
0.076764,-0.675913,-9.837775,0.022241,0.030123,0.024169
0.135422,-0.778864,-9.67871,0.00782,-0.003998,-0.019944
0.191237,-0.804901,-9.705794,-0.007781,0.00752,0.018764
0.022895,-0.807445,-9.69532,0.009997,0.013067,0.020614
0.006285,-0.836025,-9.623793,-0.006799,0.017847,0.00059
0.165499,-0.793678,-9.653271,-0.014006,-0.001048,0.000945
0.100856,-0.754622,-9.778668,-0.02099,-0.003152,0.002266
0.100856,-0.724994,-9.746795,0.002283,0.027274,0.027243
0.119112,-0.748637,-9.679608,-0.006913,0.006935,0.003131
0.112827,-0.736666,-9.737667,-0.010644,0.003055,-0.00024
0.071078,-0.728436,-9.794829,0.018785,0.010881,-0.005136
0.144101,-0.754622,-9.684995,0.003726,0.033968,0.046072
0.002693,-0.749984,-9.655516,-0.006703,-0.001437,-0.019182
0.172831,-0.74729,-9.717616,-0.007715,0.007832,0.01595
-0.071826,-0.762553,-9.721357,0.022783,0.036553,0.010012
0.126144,-0.844106,-9.600898,0.004189,0.000844,-0.051163
0.317082,-0.861613,-9.627833,-0.026763,-0.000344,0.022775
0.030376,-0.717512,-9.791986,0.004752,0.04443,0.050118
0.024092,-0.789937,-9.657461,0.011756,-0.003519,-0.034385
0.239271,-0.858471,-9.678859,-0.025328,0.013236,0.03296
0.037858,-0.711078,-9.741707,-0.00154,0.014481,0.039408
-0.07841,-0.793379,-9.677662,0.008559,-0.023868,-0.054407
0.200065,-0.810288,-9.677213,-0.014574,0.00834,-0.00921
0.130634,-0.786795,-9.744101,0.003732,0.031564,0.051986
-0.035314,-0.802357,-9.671527,-0.006257,0.001856,-0.024662
0.171634,-0.798466,-9.601198,-0.02148,-0.010225,-0.022442
0.105644,-0.777218,-9.816227,-0.008731,0.010112,0.009067
0.109086,-0.758962,-9.768941,0.001101,0.027326,0.023523
0.160112,-0.786645,-9.695918,-0.004649,-0.012274,0.001927
0.040253,-0.790685,-9.751284,0.002158,0.001482,-0.002641
0.110433,-0.816872,-9.668983,-3.1e-05,0.013551,0.01632
0.130334,-0.827496,-9.661502,-0.019202,-0.000839,0.02311
-0.01661,-0.744297,-9.782708,-0.005629,0.007624,-0.003814
0.15697,-0.758363,-9.676316,6.2e-05,0.001837,0.007447
0.042198,-0.783802,-9.704597,-0.015021,0.002265,0.010485
0.068085,-0.746093,-9.741258,-0.0025,0.014803,0.002746
0.112228,-0.818218,-9.693524,0.001475,0.003248,0.013695
0.038307,-0.823456,-9.704896,-0.006663,0.006903,-0.012012
0.151583,-0.799813,-9.662998,-0.008448,0.019731,0.000181
0.145448,-0.833631,-9.688436,-0.025078,0.011568,0.020541
0.080505,-0.747889,-9.796325,-0.002052,-0.000903,-0.014791
0.1652,-0.821959,-9.70759,0.00556,0.018,0.021649
0.120458,-0.835127,-9.701006,0.000928,0.008137,0.0244
0.015712,-0.848595,-9.691429,-0.006757,-0.004546,-0.005064
0.147992,-0.852485,-9.655516,-0.015564,0.004161,0.019838
0.05387,-0.801609,-9.701006,-0.017645,0.006038,-0.002392
0.125546,-0.77213,-9.707291,-0.013816,0.015828,0.010001
0.108038,-0.75956,-9.742156,0.000956,0.01347,0.01509
0.114772,-0.852635,-9.643246,-0.015854,-0.004426,0.004963
0.023194,-0.82166,-9.702652,-0.027502,0.005012,0.008606
0.044442,-0.758663,-9.650877,-0.015447,0.030762,0.011416
0.104148,-0.809539,-9.603442,-0.031425,0.01796,0.035257
-0.064494,-0.717662,-9.779266,-0.036365,0.007706,-0.013925
0.224606,-0.648829,-9.787945,-0.004914,0.008825,0.004751
0.071377,-0.742801,-9.77343,0.005571,0.024145,0.034166
0.067187,-0.717213,-9.667337,-0.000802,0.023352,-0.008113
0.207248,-0.798317,-9.704747,-0.007571,-0.001259,-0.013027
0.163853,-0.746392,-9.777171,-0.002868,0.039049,0.046419
0.125097,-0.735319,-9.683947,0.000687,-0.028475,-0.027138
0.182558,-0.782904,-9.774927,0.005869,0.023615,0.056543
0.051625,-0.721852,-9.620202,-0.002105,0.005276,0.010054
0.091279,-0.775272,-9.70325,-0.00634,0.003529,0.017207
0.043844,-0.751779,-9.663746,-0.004044,-0.000427,0.005646
-0.064344,-0.766444,-9.708488,-0.009836,0.007292,-0.01883
0.084845,-0.729483,-9.731981,-0.00016,0.037245,0.008678
0.182857,-0.790535,-9.690681,-0.014854,-0.012551,-0.022979
0.061202,-0.767342,-9.763105,-0.007854,0.009482,-0.012012
0.239869,-0.786795,-9.687389,0.003648,0.013723,0.018066
-0.001047,-0.793379,-9.671378,-0.003929,0.015336,-0.005536
0.14859,-0.809091,-9.691279,-0.014406,0.003249,-0.010779
0.149787,-0.774973,-9.740361,-0.000698,0.01595,0.021103
0.027384,-0.837971,-9.68694,-0.002183,0.008034,-0.008226
0.090381,-0.781856,-9.692626,-0.010158,0.011614,0.001475
0.143353,-0.789189,-9.667038,-0.02091,-0.002409,-0.001155
0.058808,-0.740856,-9.808446,-0.002271,0.024549,0.004192
0.197522,-0.791882,-9.715521,0.000202,0.014045,0.016123
0.079757,-0.770185,-9.656264,-0.022372,-0.015703,-0.039127
0.19004,-0.727837,-9.795726,-0.013724,-0.006608,-0.012607
0.163554,-0.731429,-9.879972,0.026277,0.026244,0.022077
0.166996,-0.826598,-9.663746,0.013704,0.018465,0.02408
0.042198,-0.839617,-9.640852,-0.020663,-0.021841,-0.043583
0.325761,-0.767491,-9.754726,-0.001683,0.02345,0.053293
0.005088,-0.767791,-9.753379,0.002814,-0.002285,0.008937
0.092326,-0.742502,-9.684246,-0.002818,0.010334,-0.015304
0.157568,-0.742203,-9.680506,-0.008262,0.001675,0.001354
0.096666,-0.796521,-9.728689,0.008988,-0.007716,-0.014227
0.105345,-0.847697,-9.654319,-0.006686,0.013684,0.02485
-0.031873,-0.780061,-9.726594,0.005154,0.01153,-0.011341
0.140061,-0.854131,-9.677812,-0.001809,0.000758,-0.009054
0.135721,-0.806996,-9.687838,-0.011306,0.006672,0.006172
0.056862,-0.833781,-9.673473,-0.020569,0.005086,-0.009402
0.136619,-0.740108,-9.718813,-0.004065,0.01967,-0.002505
0.098162,-0.762404,-9.72405,-0.005356,0.001304,-0.00567
0.029778,-0.774225,-9.742455,-0.009032,0.01187,-0.027892
0.230592,-0.773327,-9.737817,-0.006588,0.002719,0.013442
0.044891,-0.786645,-9.731532,-0.004583,-0.012512,-0.023095
0.169988,-0.757765,-9.691728,-0.001288,0.019564,0.009446
0.107141,-0.831686,-9.70774,0.011397,0.013251,0.024614
0.065691,-0.811784,-9.621399,-0.006273,-0.008524,-0.017552
0.130783,-0.816123,-9.676316,-0.01627,-0.009446,-0.007862
0.126593,-0.748338,-9.753978,0.008468,0.035033,0.053339
0.013767,-0.859069,-9.547328,-0.026557,-0.018128,-0.022518
0.092626,-0.753276,-9.778817,-0.035028,-0.017331,-0.023899
0.142455,-0.739359,-9.871742,0.022893,0.041004,0.048053
-0.010475,-0.856675,-9.545083,-0.00929,0.001348,-0.006829
0.085593,-0.781258,-9.672575,-0.053711,-0.016403,-0.017512
0.083348,-0.621595,-9.883414,-0.017226,0.013583,-0.002838
0.076614,-0.669928,-9.880272,0.028263,0.02909,0.005443
0.09068,-0.785747,-9.613617,0.013202,-0.010722,-0.031202
0.099359,-0.839766,-9.673173,-0.005969,0.005993,-0.00552
0.148889,-0.793528,-9.731682,0.012675,0.023979,0.0273
0.029179,-0.87942,-9.67452,0.008866,0.000482,-0.021136
0.14859,-0.864756,-9.637859,-0.019631,0.012701,0.005884
0.128688,-0.808791,-9.716568,-0.001315,-0.002852,-0.002688
0.075717,-0.813879,-9.753379,-0.003997,0.029971,0.034406
0.065841,-0.761356,-9.683798,-0.009512,-0.011685,-0.01906
0.038158,-0.795623,-9.726295,-0.011811,0.00409,-0.018404
0.193631,-0.773327,-9.705046,-0.005502,0.028559,0.007608
0.168492,-0.786196,-9.75727,0.012142,0.004983,0.010257
0.102502,-0.83393,-9.627235,-9.7e-05,-0.004482,-0.017584
0.126444,-0.829441,-9.697265,-0.024959,-0.001696,-8e-05
0.114323,-0.77213,-9.76535,0.002172,0.003358,0.005686
0.055366,-0.7844,-9.717765,0.010052,0.002878,0.001795
0.054468,-0.837372,-9.642198,-0.016759,0.010098,0.004135
0.054169,-0.772429,-9.727941,-0.004957,-0.015588,-0.031717
0.084994,-0.795623,-9.762357,0.018182,0.042688,0.031895
0.041599,-0.855927,-9.631424,-0.00247,0.005311,-0.016103
0.023643,-0.893785,-9.614216,-0.026725,-0.010164,-0.041265
0.196474,-0.80505,-9.730335,-0.015725,0.017501,0.023514
0.072125,-0.790835,-9.742755,-0.004559,0.028138,0.00533
0.195277,-0.802656,-9.657312,-0.030929,0.007575,0.003119
0.029329,-0.719607,-9.845406,-0.006063,-0.005781,-0.021313
0.199766,-0.731728,-9.83149,0.022022,0.023576,0.015297
0.138116,-0.827945,-9.630078,-0.001189,-0.002277,0.004892
0.042796,-0.847248,-9.67871,-0.009584,-0.004082,-0.019841
0.17343,-0.8257,-9.734824,0.013257,0.026738,0.019396
0.035165,-0.905008,-9.579949,-0.012661,0.013705,0.017786
0.086042,-0.830189,-9.7034,-0.024217,0.003493,-0.021966
0.220267,-0.77213,-9.74485,-0.005612,0.009306,0.019057
-0.007033,-0.806098,-9.687538,-0.011434,0.007372,0.003886
0.188094,-0.725742,-9.774179,-0.006702,0.004471,-0.014922
0.130035,-0.805948,-9.711331,0.004554,0.016147,0.026226
0.039953,-0.779762,-9.679009,-0.001828,-0.000788,-0.033384
0.280571,-0.861164,-9.672126,-0.007335,0.007728,-0.003779
0.030676,-0.831686,-9.718214,-0.011203,0.026132,0.007244
0.176872,-0.830638,-9.700258,-0.006594,0.014246,0.011767
0.130484,-0.82585,-9.64983,-0.012973,-0.011612,-0.005511
0.059855,-0.817171,-9.72824,-0.008755,0.002083,-0.010116
0.047585,-0.803554,-9.756222,0.004025,0.036813,0.025019
0.181062,-0.779612,-9.687987,-0.005146,-0.018867,-0.018605
0.062997,-0.787692,-9.779715,0.01023,0.022913,-0.002632
0.117765,-0.843058,-9.636961,0.000876,0.026044,0.015776
0.09083,-0.869694,-9.702203,-0.001201,-0.000245,-0.01786
0.232387,-0.903661,-9.599103,-0.023361,0.002994,-0.002306
0.139612,-0.779911,-9.728988,-0.01603,0.014728,0.018818
0.051326,-0.815375,-9.724948,-0.014889,0.024674,0.013831
0.071676,-0.746093,-9.777321,-0.006275,0.001051,-0.010829
0.156521,-0.765845,-9.664644,-0.005678,0.007093,-0.001902
0.126444,-0.793827,-9.7655,0.003142,0.01465,0.010958
0.01257,-0.81747,-9.697564,0.023544,0.033777,0.009288
0.158616,-0.887501,-9.62514,-3.7e-05,-0.007085,-0.027483
0.110582,-0.866402,-9.690531,-0.003979,0.031657,0.023764
0.146495,-0.897526,-9.638607,-0.016795,0.001849,-0.00641
0.09891,-0.824802,-9.728539,-0.024586,0.002202,-0.021058
0.193182,-0.737414,-9.785401,0.00702,0.01114,0.003272
0.108637,-0.831387,-9.677064,0.010641,0.022108,0.031807
0.036212,-0.873285,-9.629928,-0.016598,-0.005266,-0.028016
0.159663,-0.811185,-9.763105,-0.001454,0.005393,-0.004747
0.084845,-0.843058,-9.70355,0.015095,0.023378,0.014614
0.134973,-0.919673,-9.591172,-0.027677,-0.024627,-0.024395
0.139462,-0.814029,-9.772533,-0.018527,0.007529,0.000188
0.031873,-0.791433,-9.718214,-0.004584,0.03014,0.011535
0.140959,-0.7844,-9.685593,-0.019386,-0.019726,-0.029252
0.100108,-0.774973,-9.846154,0.002307,-0.008851,-0.014273
0.084096,-0.818218,-9.657162,0.008007,0.034096,-0.013032
0.267253,-0.915333,-9.624541,-0.011561,0.019464,0.035919
0.040103,-0.857423,-9.688586,-0.005282,-0.008312,-0.013473
0.159364,-0.875679,-9.671527,-0.014561,-0.008396,-0.010114
0.138864,-0.824802,-9.75712,-0.007052,0.011027,0.023863
0.021697,-0.827795,-9.636512,-0.023746,0.011122,0.011113
0.116418,-0.771681,-9.740061,-0.00535,0.00305,-0.012898
0.135123,-0.816722,-9.736919,-0.006234,0.017218,0.021023
0.017508,-0.786495,-9.668834,-0.020505,0.016872,-0.021466
0.226102,-0.787692,-9.739313,0.001321,0.023824,0.024132
0.080804,-0.819715,-9.657162,-0.005165,-0.010877,-0.023847
0.139313,-0.842609,-9.711032,-0.015013,-0.005059,-0.030455
0.204405,-0.819715,-9.753978,0.001085,0.027747,0.036215
0.142305,-0.85054,-9.658209,-0.003695,0.015481,0.013611
0.104148,-0.902913,-9.673921,-0.02812,-0.012686,-0.016446
0.110283,-0.779163,-9.766098,-0.004954,0.025517,0.026457
0.11971,-0.774375,-9.63756,-0.021732,0.004294,0.012667
-0.000748,-0.772878,-9.717915,-0.028781,-0.018255,-0.028988
0.10325,-0.787692,-9.771036,-0.002899,0.022602,0.005552
0.144101,-0.831686,-9.674071,-0.010874,0.025535,0.047785
0.064793,-0.77632,-9.687688,-0.013562,-0.004119,-0.01738
0.106392,-0.794276,-9.728689,-0.009336,-0.003433,-0.015401
0.128988,-0.741903,-9.74874,-0.008801,0.036671,0.014969
0.198719,-0.7434,-9.668534,-0.008388,0.007616,0.018348
0.022146,-0.788441,-9.702652,-0.018209,-0.025037,-0.031166
0.19423,-0.758064,-9.832238,-0.010473,-0.007758,-0.02935
0.243011,-0.763301,-9.743054,0.013391,0.047933,0.074916
-0.071527,-0.849343,-9.625888,-0.011143,-0.014801,-0.031259
0.120009,-0.742502,-9.759514,-0.007632,0.00233,-0.035091
0.230592,-0.812383,-9.696666,0.00664,0.024367,0.02145
0.107739,-0.860416,-9.656414,-0.017041,0.019236,0.019992
0.1031,-0.77647,-9.673772,-0.018037,-0.007241,-0.022771
0.137667,-0.78036,-9.737069,-0.011205,0.004794,-0.002766
0.125097,-0.749086,-9.757719,-0.005487,0.016402,0.008465
0.170437,-0.788441,-9.731233,0.009836,0.0237,0.027129
0.037709,-0.74729,-9.646687,-0.001768,0.007038,-0.007827
0.096067,-0.791583,-9.702951,-0.0101,-0.015079,-0.035339
0.158167,-0.808193,-9.746047,0.000455,0.026663,0.020735
-0.022745,-0.828094,-9.679757,0.002795,0.02471,-0.000271
0.134823,-0.861164,-9.627235,-0.032406,-0.022543,-0.053702
0.250793,-0.761506,-9.781661,-0.010817,0.029035,0.016433
0.164901,-0.767791,-9.735572,0.002203,0.029053,0.014143
0.102801,-0.80939,-9.701904,-0.021654,0.003473,-0.001548
0.087388,-0.762553,-9.75727,0.011383,0.00797,-0.027894
0.292542,-0.854131,-9.606285,-0.014695,0.001624,0.019817
0.0621,-0.810587,-9.697564,-0.030052,0.011007,0.018388
0.096217,-0.719907,-9.769241,0.001911,0.024593,-0.000253
0.224007,-0.854281,-9.648034,-0.014919,-0.008387,0.010122
0.085892,-0.725293,-9.722105,-0.034087,-0.001224,-0.003315
0.120458,-0.698059,-9.816825,0.009922,0.010375,0.009901
0.110133,-0.802806,-9.669133,-0.01415,0.005482,0.000571
0.151733,-0.76794,-9.679458,-0.017904,-0.009743,-0.004832
0.075567,-0.749535,-9.721207,0.00321,0.031013,0.012012
0.143802,-0.826299,-9.607632,-0.002913,0.009467,0.003049
0.107889,-0.863259,-9.650129,-0.026772,-0.011103,0.0016
0.132429,-0.746243,-9.770737,-0.010113,0.000446,0.001852
0.073472,-0.777517,-9.652074,-0.019988,0.009595,0.01209
0.095469,-0.750732,-9.696816,-0.026512,-0.007603,-0.019753
0.164751,-0.711976,-9.812935,-0.008829,0.012554,0.011393
0.06599,-0.733972,-9.766697,0.015037,0.019922,0.026933
0.054618,-0.795474,-9.621099,0.002108,0.011329,-0.010482
0.133926,-0.837971,-9.63741,-0.014176,0.012546,0.004859
0.091129,-0.835277,-9.716718,-0.013952,0.014369,0.02468
0.102951,-0.790087,-9.64145,-0.024088,0.00726,0.001835
0.066289,-0.765396,-9.644742,-0.045429,-0.016881,-0.028533
0.114772,-0.642993,-9.849297,-0.010607,-0.01833,-0.027967
0.188244,-0.731429,-9.798869,0.015836,0.043037,0.050281
-0.028282,-0.774674,-9.626935,0.007175,0.011488,0.010559
0.096965,-0.803554,-9.610176,-0.023817,-0.013561,-0.049007
0.227748,-0.720056,-9.802011,0.015073,0.042657,0.049324
-0.005237,-0.868646,-9.62514,0.017233,0.045975,0.030439
0.119411,-0.844555,-9.579949,-0.036217,-0.001348,-0.011209
0.205452,-0.686986,-9.822063,-0.007819,-0.000798,0.007249
0.064643,-0.718111,-9.750386,0.012172,0.019539,0.017501
0.077662,-0.750881,-9.658209,-0.015803,0.010314,0.003363
0.115969,-0.721702,-9.743503,-0.005025,-0.011922,-0.021305
0.111779,-0.756717,-9.764602,0.012555,0.013944,-0.003978
0.16505,-0.822109,-9.646837,0.00352,0.02307,0.028417
0.071676,-0.775123,-9.625888,-0.014937,-0.010947,-0.024002
0.126444,-0.782455,-9.774927,0.011895,0.028883,0.01388
0.166696,-0.799514,-9.607931,-0.014095,0.014329,0.013549
0.104597,-0.784251,-9.679458,-0.017447,-0.00731,-0.010461
0.079906,-0.761206,-9.705196,0.001307,0.010615,-0.003278
0.153229,-0.817321,-9.629629,-0.025955,-0.005078,-0.004943
0.160262,-0.731279,-9.810541,-0.017831,0.029777,0.020398
0.141557,-0.707187,-9.727492,0.005461,0.018085,0.021455
0.004339,-0.771531,-9.677513,-0.013767,0.003168,-0.03194
0.266804,-0.726491,-9.747842,-0.004853,0.023017,0.02751
0.042048,-0.817021,-9.715072,0.013372,0.007924,0.005484
0.135123,-0.838569,-9.624391,-0.017792,0.001196,-0.007344
0.134375,-0.791733,-9.647585,-0.022642,0.008359,-0.005823
0.053271,-0.813729,-9.742156,-0.012085,0.017409,0.024876
0.137667,-0.777068,-9.667637,-0.017748,-0.008307,-0.020318
0.191686,-0.732626,-9.77358,-0.000817,0.032648,0.028912
0.068684,-0.790087,-9.682152,-0.010004,0.00482,-0.000402
0.046986,-0.758962,-9.665991,-0.015924,0.001643,-0.019945
0.187496,-0.741454,-9.747244,-0.007805,0.013782,0.002063
0.167444,-0.747141,-9.738864,-0.000894,0.016303,0.009633
0.088137,-0.781258,-9.598055,-0.024676,0.001568,-0.016698
0.161459,-0.711228,-9.779117,-0.015795,0.008482,0.007526
0.095918,-0.741754,-9.688586,0.00054,0.022368,0.002658
0.202011,-0.750582,-9.684097,-0.027959,-0.005317,-0.014085
0.139462,-0.69372,-9.80261,-0.007564,0.00874,0.011382
0.090531,-0.709731,-9.751134,0.010058,0.019886,0.000841
0.146346,-0.788889,-9.636362,-0.005814,0.014701,0.01451
0.019303,-0.757466,-9.730185,-0.012369,0.001883,-0.02289
0.283414,-0.796222,-9.696816,-0.002705,0.01553,0.026858
0.066439,-0.801309,-9.68275,-0.0064,0.014797,0.021382
0.07841,-0.749535,-9.690382,-0.013109,-0.006044,-0.035098
0.217573,-0.786346,-9.674221,-0.0197,0.014543,0.01764
0.069133,-0.704195,-9.667188,-0.01041,0.038207,0.036346
0.102502,-0.716614,-9.753978,-0.000671,0.004728,-0.028857
0.281019,-0.73502,-9.777171,-0.007329,0.002736,0.01645
0.073622,-0.713472,-9.710433,0.015379,0.040513,0.038327
0.130185,-0.818667,-9.619453,-0.001289,-0.00573,-0.027334
0.182857,-0.824952,-9.685743,-0.01361,0.029941,0.048344
0.092476,-0.725144,-9.713875,-0.019321,-0.010558,-0.010482
0.089932,-0.704943,-9.823709,0.009087,0.020793,0.00801
0.106991,-0.787393,-9.570821,-0.002014,0.017908,0.009565
0.104896,-0.798017,-9.657761,-0.033344,-0.021429,-0.05483
0.231489,-0.73487,-9.807398,-0.001878,0.02411,0.011418
0.142455,-0.787692,-9.736919,0.009153,0.018887,0.032582
-0.000748,-0.855329,-9.630676,-0.005886,-0.015154,-0.043567
0.319776,-0.806696,-9.633968,-0.031188,0.009469,0.019125
0.090231,-0.711228,-9.807249,-0.011413,0.012153,0.028401
0.009577,-0.738761,-9.756821,0.000612,0.006902,-0.008655
0.261716,-0.741305,-9.673173,-0.013514,-0.019675,-0.004797
0.064344,-0.685939,-9.763554,-0.002441,0.007969,-0.003347
0.192135,-0.702249,-9.723601,0.016786,0.046099,0.035451
0.064045,-0.81747,-9.617658,-0.012201,0.005711,0.005526
0.081403,-0.753126,-9.679159,-0.021053,-0.029855,-0.070801
0.242114,-0.764349,-9.779715,0.0016,0.054684,0.058271
0.116568,-0.723348,-9.69098,2.4e-05,0.014375,-0.00168
0.098611,-0.789189,-9.75293,-0.01222,-0.016289,-0.035366
0.221763,-0.786645,-9.719711,-0.007594,0.016356,0.00013
0.234781,-0.809988,-9.852589,0.033539,0.021296,0.037162
0.051026,-0.786346,-9.552715,0.01644,0.044891,0.014555
0.067935,-0.827496,-9.548525,-0.053751,-0.036146,-0.057705
0.275034,-0.721253,-9.829096,-0.00572,0.01276,0.017782
0.118064,-0.750433,-9.718513,0.000615,0.021144,0.041381
0.044442,-0.745644,-9.634267,-0.023461,-0.020437,-0.022341
0.142754,-0.686238,-9.767744,-0.012861,0.005362,-0.012957
0.071527,-0.746542,-9.642348,0.006532,0.011383,0.007493
0.138415,-0.826748,-9.635016,-0.027538,-0.006066,-0.01333
0.097713,-0.727987,-9.737966,0.002464,0.044915,0.046011
0.052523,-0.810288,-9.576657,-0.027726,-0.012321,-0.031937
0.168492,-0.798466,-9.671078,-0.036212,-0.017993,-0.033557
0.200365,-0.683844,-9.835829,-0.0109,0.039782,0.040397
0.064793,-0.73921,-9.674969,0.00214,0.015266,0.000821
0.104148,-0.812383,-9.627085,-0.028672,-0.024906,-0.035205
0.166247,-0.754473,-9.717466,-0.020026,0.007942,-0.005
